,open,close,high,low,volume,predict
0,3884.82586007,3895.39106689,3895.3910669,3874.64984886,32133.11052134,3892.9940100000003
1,3895.3910669,3892.9940100000003,3897.86086004,3892.61386,47832.44640648,3896.0
2,3896.07556768,3896.0,3896.79411974,3888.41000001,126065.23662387,3910.08394227
3,3896.0,3910.08394227,3912.51302195,3896.0,40373.85722888,3912.41409001
4,3909.86,3912.41409001,3912.41409001,3909.15992999,21726.77269875,3948.79998998
5,3911.11170769,3948.79998998,3948.79998998,3911.11170769,92691.72926549999,3973.82306519
6,3949.0,3973.82306519,3985.7636,3927.08271,131677.22615933,3958.23387009
7,3971.8101,3958.23387009,4000.0,3948.0004,104938.94418513,3956.06141999
8,3957.23387018,3956.06141999,3958.96165,3931.92515,48838.65165579,3961.92961
9,3951.20346261,3961.92961,3977.02003952,3951.20346261,17386.93652618,3975.82647959
10,3957.21937277,3975.82647959,3977.02003954,3957.21937277,32251.58230487,3960.56173209
11,3974.19829018,3960.56173209,3981.0,3959.00000001,33123.81745527,3960.51559579
12,3960.56173209,3960.51559579,3978.65489999,3959.10000003,55832.50522046,3947.79204
13,3960.74652001,3947.79204,3963.83172938,3943.71137494,19724.03979152,3958.99131006
14,3947.87695001,3958.99131006,3964.9,3947.87320001,18455.81494041,3950.91626
15,3959.32741001,3950.91626,3959.32741001,3948.55392836,6668.21775506,3945.13945113
16,3951.8162645999996,3945.13945113,3951.8162645999996,3944.7340799999997,13510.92035973,3965.0
17,3949.28688312,3965.0,3965.79336394,3947.59091567,62396.71761068,3963.4521581
18,3966.0,3963.4521581,3968.30222007,3957.92819079,7684.17160417,3951.59600051
19,3960.91985842,3951.59600051,3960.91985842,3951.59600051,21251.22697666,3950.0
20,3954.19071972,3950.0,3954.19071991,3950.0,7671.305179000001,3953.12781
21,3950.0,3953.12781,3956.71975043,3947.5942299999997,4533.18576114,3912.70334992
22,3955.48780997,3912.70334992,3955.48780997,3897.85770007,192409.47799566,3944.6942
23,3913.71691999,3944.6942,3944.6942,3913.71691998,118033.93565953,3935.1741467
24,3940.76150683,3935.1741467,3944.31990999,3935.17414669,24399.2934903,3921.76
25,3935.17414669,3921.76,3935.17414669,3921.76,29957.09432934,3914.72000004
26,3928.09997,3914.72000004,3930.1902200000004,3909.62460003,51917.57573253,3900.43725999
27,3911.70096806,3900.43725999,3922.05047602,3892.2714655999994,25660.06821476,3895.29869059
28,3897.19999991,3895.29869059,3898.98052865,3880.0,43966.20395349,3906.21500001
29,3891.69815,3906.21500001,3906.21500001,3880.00000001,22898.34199763,3908.78440436
30,3906.215,3908.78440436,3908.78440436,3897.53617657,19473.25869464,3900.00366001
31,3908.78440436,3900.00366001,3908.78440436,3898.79509644,4140.60396553,3912.43011091
32,3899.67827088,3912.43011091,3913.82000002,3898.70335132,17335.09448139,3923.62999993
33,3912.62642474,3923.62999993,3923.85,3910.09962104,19326.26597602,3914.37215009
34,3921.06814653,3914.37215009,3921.06814653,3914.37215009,40018.40437069,3918.0
35,3912.49999999,3918.0,3918.975,3912.49999999,41193.24074479,3899.0
36,3915.0,3899.0,3915.0,3893.65471517,80799.20986203,3890.95320026
37,3897.68313188,3890.95320026,3908.68313138,3888.00000009,10527.68734625,3900.00000003
38,3895.37110005,3900.00000003,3902.63357471,3895.37110005,2709.55917108,3900.2999398
39,3900.00000003,3900.2999398,3906.17702975,3898.4529704,3048.15459415,3903.99999999
40,3899.02648486,3903.99999999,3903.99999999,3897.05296997,1295.06470204,3903.09374598
41,3903.99999999,3903.09374598,3910.0,3903.09374579,32645.08627658,3906.80000036
42,3903.29360023,3906.80000036,3923.0,3903.29360023,18379.4817266,3918.73
43,3911.44985996,3918.73,3918.73,3906.80000011,41838.43227497,3936.01281075
44,3919.11544001,3936.01281075,3937.2381177,3919.11544001,4315.45988524,3930.711
45,3932.97720172,3930.711,3935.89,3923.40680022,13892.89117175,3934.1559831999994
